8192	10131
8192	7284
8192	6672
221191	284498
8200	92
8200	90
8200	657
8200	659
14	55759
14	10109
14	84154
14	64114
23	6231
23	988
23	4736
131096	9196
131096	8514
131096	7881
27	5880
27	23332
27	6091
27	9353
32	5564
32	55902
32	1374
32	38
32	51422
32	6720
32	5563
32	126129
32	1375
32	8801
35	38
35	51
38	5019
38	50
38	55902
38	51
38	2224
38	8801
38	2222
43	351
43	1140
43	7054
43	1120
50	1738
50	4705
50	26519
50	54927
50	57644
50	5162
50	6390
50	5091
50	51142
50	8604
50	10165
51	1387
51	2033
51	1374
51	3416
51	8309
51	4843
51	8528
51	4199
51	6342
51	23305
51	10455
51	8648
51	7311
51	54677
51	3295
51	10062
245812	55631
59	4853
59	1387
59	2033
59	8850
59	3693
59	221692
59	3516
59	4855
59	7456
59	832
59	10540
59	1072
59	84441
59	4637
57405	79019
57405	4174
57405	79902
57405	57551
57405	23332
57405	79682
57405	701
57405	5885
57405	332
57405	23047
57405	1033
57405	25909
57405	387103
57405	22919
57405	401541
57405	79172
57405	10274
57405	8379
57405	5905
57405	5527
57405	55872
57405	9793
57405	51203
57405	6249
57405	79003
57406	747
57406	29940
57412	119032
8260	79664
8260	80018
8260	54880
8260	79612
8260	3091
122953	10123
90187	30834
8269	3054
8269	8270
221264	5432
221264	10714
221264	25885
221264	132
221264	1633
221264	6240
221264	5313
221264	661
221264	87178
221264	10201
221264	2643
221264	5558
90196	8775
90196	5870
90196	25839
90196	27296
90196	2800
90196	4905
90196	57511
90196	55275
90196	10139
90	92
90	4092
90	4087
90	654
90	4088
90	57154
90	657
90	659
92	7049
92	4092
92	4087
92	654
92	4088
92	9765
92	57154
92	657
92	659
8289	2908
8289	58508
8289	1387
8289	10847
8289	2033
8289	8850
8289	6595
8289	861
8289	3054
8289	8815
8289	6605
8289	5241
8289	3146
8289	3663
8289	4763
8289	3664
8289	988
8289	9274
8289	3662
8289	55193
8289	3665
8289	6603
8289	6597
8289	3265
8289	3661
8289	8110
8291	306
8291	493829
8291	79147
8291	825
8291	311
8295	6500
8295	27097
8295	9894
8295	10847
8295	8850
8295	10629
8295	55689
8295	6879
8295	112869
8295	9919
8295	8454
8295	10933
8295	9913
8295	10524
8295	4149
8295	3065
8295	57634
8295	7311
8295	6597
8295	84148
8295	4798
8295	6314
8295	283899
57449	5880
57449	387
57449	8777
109	6344
109	1815
109	727
109	6357
109	5145
109	9568
109	7434
109	351
109	5739
109	5152
109	729230
109	3577
109	6374
109	1230
109	2848
109	5734
109	5581
109	2861
109	3579
109	3355
109	5142
109	5138
109	3363
109	2359
109	2841
109	83756
109	8654
109	5143
109	5733
109	6364
109	56477
109	134
109	2778
109	2550
109	5141
109	9290
109	1394
109	815
109	2641
109	10663
109	151306
109	797
109	7253
109	1232
109	11245
109	2696
109	2357
109	6753
8302	3133
8302	3822
8302	3105
8302	5777
8302	3106
8302	3821
8302	22914
114799	5885
114799	23047
114799	10274
8309	3416
8309	4843
8309	8528
8309	6342
8309	23305
8309	7311
8309	54677
8309	3295
119	829
8312	5711
8312	7473
8312	6500
8312	5695
8312	4040
8312	5687
8312	4092
8312	4087
8312	5595
8312	5709
8312	7472
8312	1000
8312	54361
8312	4041
8312	861
8312	8658
8312	3172
8312	8454
8312	4088
8312	6477
8312	5699
8312	4149
8312	5698
8312	81029
8312	9736
8312	7311
8312	5527
8312	1452
8312	54778
8312	5702
57468	4915
57468	27347
8323	7473
8323	5880
8323	5145
8323	4040
8323	7472
8323	54361
8323	4041
8323	57216
8323	23002
8323	81029
8323	7311
8323	7976
8323	5331
132	30833
132	8622
132	79158
132	23382
132	5142
132	5138
132	5143
132	134
132	5141
401541	79019
401541	11339
401541	79902
401541	57551
401541	23332
401541	79682
401541	701
401541	4869
401541	5885
401541	332
401541	23047
401541	25909
401541	387103
401541	22919
401541	79172
401541	10274
401541	8379
401541	5905
401541	5527
401541	9793
401541	6249
401541	79003
134	1815
134	727
134	6357
134	9568
134	22934
134	351
134	729230
134	3577
134	6374
134	1230
134	2861
134	3579
134	3355
134	2359
134	2841
134	83756
134	5733
134	6364
134	56477
134	2550
134	9290
134	26086
134	10663
134	1232
134	2357
134	6753
57479	5639
57479	744
57479	58506
57480	84951
57480	22837
729230	1815
729230	727
729230	6357
729230	9568
729230	6774
729230	351
729230	3577
729230	6374
729230	1230
729230	2861
729230	3579
729230	3355
729230	942
729230	2359
729230	2841
729230	83756
729230	5733
729230	6364
729230	56477
729230	2550
729230	3717
729230	9290
729230	2869
729230	26086
729230	10663
729230	1232
729230	3684
729230	3687
729230	2357
729230	6753
143	836
143	840
143	988
143	9961
57491	405
57491	1543
57497	2903
57497	2904
57504	51564
57504	23411
57504	10014
57504	8932
57504	1912
57504	57332
57504	10629
57504	5978
57504	23512
57504	2146
57504	10933
57504	3065
57504	55869
57504	10919
57504	6941
57504	9612
57504	51317
57504	80012
57504	1911
161	4074
161	9341
161	5594
161	1949
161	1948
161	10053
161	10552
161	4036
161	1956
161	10092
161	10109
161	23423
161	6869
161	3575
161	1808
161	2580
161	6457
161	143425
161	22820
161	8986
161	3092
161	9632
161	50618
161	8871
161	2050
161	3123
161	5869
161	7430
161	1314
161	84251
161	2048
161	3118
161	3119
161	3127
161	9856
161	6197
161	6453
161	3122
161	30011
161	2047
161	5962
161	7311
161	85021
161	58513
161	3113
161	26958
161	3115
161	8867
161	6196
161	10947
161	4914
161	29763
